2.926295795783938392e+00,-1.571229673033261331e+00,6.029024662316651018e-01
-6.682172408466992009e-01,3.040521752994556140e-02,-3.162782982138580001e-01
2.935953234241627907e+00,-1.470911826851152071e+00,2.548885980438786447e-01
1.662837235918691592e+00,2.187070395079522722e+00,-3.765575562968287437e-01
-1.040687846084477508e+00,5.541083475326218366e-01,1.893721044056490221e+00
-1.056410352886278492e+00,6.886487225876106733e-01,1.842622119399147218e+00
1.916319597208774761e+00,2.717911998848109523e+00,-3.328614354883893678e-01
-6.104519018784511086e-01,3.482459097459719710e-01,-5.690153412634834096e-01
-4.952368106723540886e-01,-1.623674564762010331e+00,-1.849077195441927612e+00
-1.433829427570373072e-01,1.156258220563069372e+00,-2.560710683168438528e+00
-1.741969108212761075e+00,3.751152723436149694e-01,7.998882963580773442e-01
-1.054654392523622697e+00,8.565176401342673440e-01,1.469059376405041473e+00
-7.390428770088404153e-01,7.373681038155210921e-01,1.270281760284996064e+00
-1.725880724207082384e+00,2.069443404332077519e-01,9.154235825369341217e-01
2.940219567920476340e+00,-1.370167144563426032e+00,-1.586634540210596009e-02
-4.895069681779946058e-01,-1.657452109895957371e+00,-1.862086692801858456e+00
-8.883815165102468825e-01,-1.029473659764848392e+00,-4.855688559108410352e-01
1.541008029559528397e-02,-1.576146632896124000e+00,-2.177200152597750904e+00
-6.350965808644194466e-01,4.829372919828361366e-01,-4.911005375132020956e-01
2.927722591771082961e+00,-1.537741049543060345e+00,5.127756370168825573e-01
-4.501365826183224561e-01,2.671211843419802445e+00,1.234312939190802538e+00
4.397507305305405345e-01,-7.621023561220149345e-01,1.190206806047052090e+00
3.025624183093585939e-01,4.670850006930327147e-01,-2.037103887069060981e+00
-2.088740434225427323e-01,6.982478823631390608e-01,8.984672039739021177e-01
3.918881685457484276e-01,-4.592309681580857839e-01,1.255909584332832063e+00
-4.244980017733430144e-01,-3.828877554029218033e-01,-4.068668343520406294e-01
-6.997034090417375563e-01,6.527634819135373634e-02,2.093774210052379292e+00
-1.471403275536848465e+00,7.938252218810739613e-01,1.386875247934102884e-01
-1.049647733212375700e+00,-1.651504368840056358e+00,-9.870391985582024352e-01
-1.137162323648721607e+00,-1.314391268359966336e+00,-4.175874336512734319e-01
-1.690864418504020916e+00,-6.214146459008160900e-02,9.658660406634453910e-01
-2.077570393508006319e+00,9.950389184742108872e-01,1.590870266367203079e-01
-1.057477333143786336e+00,9.569905124015983811e-01,1.301627106151059809e+00
-1.977390109097006743e+00,-8.645332507960067359e-01,7.024902160966155218e-02
-1.155898578831257018e+00,-1.362537629242288606e+00,4.668368551470393757e-01
4.483165988508374666e-01,-8.963538095332579392e-01,1.344442057279108260e+00
3.824900088476736876e-02,-1.710695045757805843e+00,-2.229236966992768743e+00
-1.063210687503912233e+00,8.230380904607244030e-01,1.662509466334179287e+00
-1.406256465248038934e+00,-2.169149516239304631e+00,6.904482990710982815e-01
-1.729438931100767851e+00,2.069483593365541996e-01,9.669914520631144317e-01
5.260749008964642481e-01,1.129912871802165111e-02,-1.632336824559308841e+00
-1.458837427332224379e-01,1.055651452737214058e+00,-2.315833141555365238e+00
1.876128676268881357e+00,-1.129428783418520821e+00,5.643864734096537550e-01
