2.9263,-1.57123,0.602902,0
-0.668217,0.0304052,-0.316278,4
2.93595,-1.47091,0.254889,0
1.66284,2.18707,-0.376558,2
-1.04069,0.554108,1.89372,5
-1.05641,0.688649,1.84262,5
1.91632,2.71791,-0.332861,2
-0.610452,0.348246,-0.569015,3
-0.495237,-1.62367,-1.84908,4
-0.143383,1.15626,-2.56071,3
-1.74197,0.375115,0.799888,5
-1.05465,0.856518,1.46906,5
-0.739043,0.737368,1.27028,5
-1.72588,0.206944,0.915424,5
2.94022,-1.37017,-0.0158663,0
-0.489507,-1.65745,-1.86209,4
-0.888382,-1.02947,-0.485569,4
0.0154101,-1.57615,-2.1772,3
-0.635097,0.482937,-0.491101,3
2.92772,-1.53774,0.512776,0
-0.450137,2.67121,1.23431,2
0.439751,-0.762102,1.19021,1
0.302562,0.467085,-2.0371,3
-0.208874,0.698248,0.898467,5
0.391888,-0.459231,1.25591,1
-0.424498,-0.382888,-0.406867,4
-0.699703,0.0652763,2.09377,5
-1.4714,0.793825,0.138688,5
-1.04965,-1.6515,-0.987039,4
-1.13716,-1.31439,-0.417587,4
-1.69086,-0.0621415,0.965866,5
-2.07757,0.995039,0.159087,5
-1.05748,0.956991,1.30163,5
-1.97739,-0.864533,0.070249,4
-1.1559,-1.36254,0.466837,4
0.448317,-0.896354,1.34444,1
0.038249,-1.7107,-2.22924,3
-1.06321,0.823038,1.66251,5
-1.40626,-2.16915,0.690448,4
-1.72944,0.206948,0.966991,5
0.526075,0.0112991,-1.63234,3
-0.145884,1.05565,-2.31583,3
1.87613,-1.12943,0.564386,0
2.09086,-0.29819,0.315251,0
0.382212,0.159976,0.559561,1
-0.108001,0.853542,-2.44583,3
0.73163,0.366954,-1.12957,3
-0.476282,-1.72487,-1.91398,4
-0.735485,0.737364,1.21871,5
-1.21408,-0.391784,0.931786,5
-0.194451,1.4255,-2.37882,3
0.399749,-0.526501,1.28146,1
-0.845837,-1.66794,0.221732,4
2.91091,-1.13458,-0.0795052,0
0.269306,0.703899,0.584984,1
-0.904395,-0.800246,0.242454,4
2.06986,0.672579,1.61571,1
2.95058,-1.50456,0.112678,0
-0.902968,-0.766758,0.152327,4
-0.992094,0.183976,1.95689,5
2.92127,-1.10124,-0.298833,0
-0.337629,-1.4091,1.45114,1
-0.0951414,0.819755,-2.56216,3
0.252852,0.905701,0.405013,1
-1.13892,-1.48226,-0.0440247,4
0.435827,-0.728468,1.17734,1
2.96344,-1.37062,-0.351527,0
-1.03855,0.688346,1.58441,5
-0.888307,-0.968417,0.357989,4
